author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,geo,retweets,replies,likes,quote_count
1269355974906740744,Digitalfyme1,22,85255,"Get the latest information About, World, Bollywood to Hollywood, Tech News, Sports, Entertainment, WWE, New Mobiles launches, and Many More",United States,John Carpenter Says Halloween Kills Is the Ultimate Slasher Movie https://t.co/qqpNDjInHK,2021-02-03 09:39:07+00:00,,0,0,0,0
1085568694044917761,billkelso66,13,9305,My name is Wild Bill Kelso and don’t you forget it.,"Hollywood, CA & Las Vegas, NV",John Carpenter Says Halloween Kills Is the Ultimate Slasher Movie https://t.co/6RC4ek5nnO,2021-02-03 09:27:07+00:00,,0,0,0,0
1294690855442235392,EntertainBHS,113,3645,"Entertainment News from Bollywood, Hollywood and South Indian Movies. Film Reviews, upcoming movies and lot more.
https://t.co/APQFrQVCxr",india,John Carpenter Says ‘Halloween Kills’ Is the Ultimate Slasher Movie https://t.co/FvBExM1ana,2021-02-03 09:20:32+00:00,,0,0,0,0
16829374,movieweb,61606,93836,Breaking movie news since the days of dial-up. Est. 1995. 🎥🎬🍿 The latest in 📺: @TVweb,"Hollywood, CA",John Carpenter Says 'Halloween Kills' Is the Ultimate Slasher Movie  https://t.co/ej38xwdIlV,2021-02-03 09:02:21+00:00,,3,2,7,0
2307119695,_NoMoreMutants,826,102051,"Pics property of respected companies, Inquiries to: ralphorona@gmail.com , https://t.co/FaE4lLFIRv , Pinterest: @NoMoreMutants.com",The Marvel Universe,John Carpenter Says #HalloweenKills Is the ’Ultimate Slasher Film https://t.co/WZUdQNGiWm https://t.co/goF03otKdr,2021-02-03 08:20:30+00:00,,0,0,0,0
1313269879,206geek,965,45270,The 206geek is A podcast Hosted by me @ToddThe206geek.,"Emerald City, WA.","from https://t.co/ODW1kRCou2 John Carpenter Says Halloween Kills Is ""Brilliant"" https://t.co/EqHlQRGD8D https://t.co/2usQYEmYRX",2021-02-03 08:03:43+00:00,,0,0,0,0
1182947209,DennisKoch10,8057,831481,"Mental Health-LGBTQ Advocate, Paranormal & Trek Geek. Closed minded? Homophobic? Hate politics? - nope. 🎬 Assoc. Producer The 7th Rule: A Star Trek Podcast",Edmonton Alberta,"John Carpenter Calls Halloween Kills the ""Ultimate Slasher"" Film https://t.co/9uEq8sTqJk",2021-02-03 07:36:50+00:00,,0,0,0,0
163904433,GianlucaOdinson,168,159270,This more to be fight.To the last battle final that I never know ...live and die this day!,Asgard,"John Carpenter Says Halloween Kills Is ""Brilliant"" https://t.co/d1sZ8Cok9m via @ComicBook",2021-02-03 06:46:46+00:00,,0,0,0,0
1177975666169372672,Killer_KnightYT,43,764,👇 click here to sub to my YouTube 👇,,@TommyDoyle47 Halloween 2 I have not seen...YET my birthday is In 1 month and ima get or try to get my mom to get the Halloween 10 disc collection for Halloween kills and yes ik you just want to see all the Halloween movies see if I could catch any Easter eggs...tbh I wouldn’t be able to catch,2021-02-03 06:25:08+00:00,,0,1,0,0
1158666440,mvbrat91,2853,574292,"He/She. #ActuallyAutistic Fleeting Homeless

Horror movie fan, love Marvel, James Bond, Godzilla and the 13th Doctor from Doctor Who. 
Fuck Trump.",West Virginia ,But I wish my friend Michael Crosby were alive to see what Carpenter said about Halloween Kills. :/,2021-02-03 05:27:46+00:00,,0,3,14,1
1158666440,mvbrat91,2853,574292,"He/She. #ActuallyAutistic Fleeting Homeless

Horror movie fan, love Marvel, James Bond, Godzilla and the 13th Doctor from Doctor Who. 
Fuck Trump.",West Virginia ,Halloween Kills us the ultimate slasher film says Carpenter. Oh fuck yes!!! https://t.co/OUArrAmcVC,2021-02-03 05:25:37+00:00,,0,0,4,0
1276011718016147457,nixonvixen,156,73601,and so eliza’s paw curls,she/her dfw bagworm490@gmail,"@yuriandhenny women LOVE when you have a strange pro ks flame thrower with teammates extinguished, projectiles reflected, and posthumous kills along with halloween fire and exorcism",2021-02-03 04:52:23+00:00,,0,2,1,0
2759816271,rkpomin,6,23977,"Movie and TV fan, collector of memorabilia",,John Carpenter Says Halloween Kills Is the ’Ultimate' Slasher Film https://t.co/53SmxhAh1Q,2021-02-03 04:45:29+00:00,,0,0,0,0
2193103322,supermangeek101,1667,37428,"Fan of Adele, Olivia Rodrigo, Lady Gaga, Dua Lipa, Gemma Chan & Angelina Jolie! Watch Eternals in theaters! Watch or Stream Dune: Part One! #AsianLivesMatter","Des Plaines, IL",@DiscussingFilm Halloween Kills is gonna be the slasher movie we all have been waiting our whole lives to see!,2021-02-03 04:32:09+00:00,,0,1,4,0
63165183,Trekvar,547,13048,"Toda la Actualidad de la Industria del Entretenimiento,la vives a diario con lo mas destacado en Cine,Tv.,Musica,Videojuegos y Animacion.
Somos Actualidad.",Santiago - Chile,"‘Halloween Kills’: John Carpenter Calls The Upcoming Sequel ""The Ultimate Slasher"" https://t.co/lfPuQfAT8c vía @ThePlaylist",2021-02-03 03:57:55+00:00,{'place_id': '010e65290a67317d'},0,0,0,0
16031897,CBR,299237,201617,"The internet's first stop for nerd culture, news, commentary and community.",,John Carpenter Says #HalloweenKills Is the ’Ultimate Slasher Film https://t.co/FAL1KegMr4 https://t.co/79BvWbibDd,2021-02-03 03:39:30+00:00,,8,0,49,1
2896294831,ComicBookNOW,244558,371298,"The OFFICIAL ComicBook NOW! Twitter account. We're the leading source of news on comic books, movies, TV shows and all things #HYPE!",Barb deserved better,"JOHN CARPENTER Says HALLOWEEN KILLS Is ""Brilliant"" https://t.co/ATWXU56Cyz https://t.co/MD8bwFTCS3",2021-02-03 03:26:00+00:00,,3,0,20,0
36008477,bleedingcool,81670,239317,"Comic book, film, and TV rumors, news, and info.","Los Angeles USA To London, UK","#Horror legend #JohnCarpenter offers fans a tease about #HalloweenKills, and the filmmaker has nothing but praise for the continuation. #UniversalPictures https://t.co/qEzgFNIpaV",2021-02-03 03:16:18+00:00,,1,0,0,0
760160951286902785,lucibubthegoat,290,30049,🏳️‍⚧️ he/him • 29 • Taxidermy • studying for wildlife biology • Warframe & DR • 日本語/英語 • Ryūkyūan • 💜 My Margulis @starlightsigil • pfp @BarghestBlack •,Necralisk in Deimos,@RealMMyers78 I actually really enjoyed Halloween 2018! Has a few flaws but nothing that really ruined anything. Def looking forward to Halloween Kills.,2021-02-03 03:15:39+00:00,,0,0,1,0
4870453186,bambamshawami,247,9524,"Horror, Mortal Kombat, Comics, Comic book movies, Dead By Daylight. YouTube channel Groovy Myers.","Pennsylvania, USA",Halloween kills will be better. David Gordon green is a great director and did a damn fine job with Halloween(2018). https://t.co/C8Nn1qdGG3,2021-02-03 02:31:25+00:00,,0,0,1,0
1000459433762279425,ScottyDoesStats,1962,28668,,,@TommyDoyle47 @Ashy_slashee Halloween Kills,2021-02-03 02:30:27+00:00,,0,0,0,0
1145905874361171968,taylor_haswell,2,119,i like movie and tv shows and NBA,,@3CFilmReview @kirkneverdied I really want a Halloween kills trailer or the suicide squad,2021-02-03 02:17:08+00:00,,0,0,0,0
730480903894515712,streetXXtrash,4892,27784,"I live & breathe for horror movies. Self-deprecating humour & VERY foul mouthed. Staffie mum. Scream queen. Gaming, booze, Spurs & sarcasm. I host @CTGYpodcast.","Essex, UK (uʍop ǝpᴉsdn)","imagine if they delayed HALLOWEEN KILLS again. would you totally lose your shit? cinema or renting at home, i don't care.",2021-02-03 02:15:07+00:00,,1,9,24,0
2235301656,dirtfuk,179,2386,LL,"La Puente, CA",Halloween kills has to be one of the stupidest title names ever,2021-02-03 01:55:22+00:00,,0,2,2,0
1214745737390522368,somecrusader1,862,8758,just some teen that loves horror and slasher movies,Haddonfield,Halloween Kills boutta be 2021s best horror film,2021-02-03 01:10:01+00:00,,0,0,4,0
981732836989394945,batmaniac92,1027,41619,Batman stan 🦇 DCEU 💎 MCU ♦️ Star Wars ⭐️ Mortal Kombat ❄️ Gaming 🎮 Cinema 🎥    Horror💀,NJ,@Dion_Bandola_20 Idk tbh i think Halloween Ends is fine but Halloween Kills is bad. Maybe something totally different like just Michael Myers or somethimg idk 😂,2021-02-03 01:07:23+00:00,,0,1,1,0
1322307806050062337,Da1qu1r1,120,21735,Dragon Ball | Marvel | Transformers | Games | Movies | Anime,Halloween Arc,I want to watch Halloween and Halloween 2018 for the first time right before Kills comes out but I can’t wait that long.,2021-02-03 00:57:48+00:00,,0,0,0,0
981732836989394945,batmaniac92,1027,41619,Batman stan 🦇 DCEU 💎 MCU ♦️ Star Wars ⭐️ Mortal Kombat ❄️ Gaming 🎮 Cinema 🎥    Horror💀,NJ,The ONLY thing wrong with these two sequels are the titles. You couldn’t come up with anything better than Halloween Kills and Halloween Ends..? https://t.co/z5vDElwRS5,2021-02-03 00:55:37+00:00,,0,1,3,0
410405524,Darkmoon_1999,176,27023,"Things are neat

He/Him

RIP Kentaro Miura",,Halloween Kills really is shaping up to be a really promising Slasher film https://t.co/vZqxiWY67U,2021-02-03 00:54:44+00:00,,0,0,2,0
780460754910732288,DiscussingFilm,292045,32715,Your leading source in quick reliable news and one of a kind content. Home for healthy and liberating discussion on all things pop culture.,,"John Carpenter calls ‘HALLOWEEN KILLS’ the ultimate slasher movie.

(Source: https://t.co/zdq3Dz22RB) https://t.co/XzUBBAwSXs",2021-02-03 00:53:10+00:00,,264,39,2383,122
2839053729,rozakis7,23,1824,Bears/Bulls/Cubs,"Chicago, IL",@ComicBook I randomly came across this account  a few months ago and I'm so glad I did. You post about a lot of different things that im interested in. I can't wait for Halloween Kills.,2021-02-03 00:47:02+00:00,,0,0,0,0
2543982944,zyiteblog,1763,1819255,Zyite is global retailer.,www.zyite.com,"John Carpenter Says Halloween Kills Is ""Brilliant"" https://t.co/OF5jzk0HnD",2021-02-03 00:32:03+00:00,,0,0,0,0
22490294,ComicBook,275321,355641,"The OFFICIAL Twitter account for https://t.co/RmAlqTQSAj. We're your #1 resource of news on comic books, movies, and TV shows.",,"Franchise co-creator #JohnCarpenter says #HalloweenKills is ""brilliant."" https://t.co/rPNYFy46VK https://t.co/LW3Vdijqlb",2021-02-03 00:26:43+00:00,,12,4,73,0
2896294831,ComicBookNOW,244558,371298,"The OFFICIAL ComicBook NOW! Twitter account. We're the leading source of news on comic books, movies, TV shows and all things #HYPE!",Barb deserved better,"JOHN CARPENTER Says HALLOWEEN KILLS Is ""Brilliant"" https://t.co/ATWXU5odq7 https://t.co/sTlQXNu6t7",2021-02-03 00:26:10+00:00,,5,0,29,3
37760581,photojimmy,2031,131346,Photographer | Filmmaker | 1/2 of the @bitb_pod E: photojimmy18@gmail.com Ph: 8167871763,"Kansas City, MO",I’m going to see Halloween Kills in a theater and I’m going to be live af. Crown royal in one hand and a Michael Myers shirt on like @WeWatchedAMovie https://t.co/sokKb4n1SO,2021-02-04 23:57:54+00:00,,0,0,2,1
1233219489082335237,Merksix,668,656,PlayStation 🎮 Sniper 🎯 PSN: Merksix 🙎🏻‍♂️ Member of @? | TikTok: sixmerk,︻デ═一,"@ImFeanix @PreGamingGG @ImFeanix and @TNZNs and we will go see Halloween Kills, the new Halloween movie https://t.co/IA0PODHQ64",2021-02-04 23:45:57+00:00,,0,1,3,0
1255621908407689227,JamesShannonMo2,478,35987,Hi my name is shannon I love my Family and friends love movies especially horror and I'm a big justin Timberlake fan,,@kyjohnz Me too Especially when Halloween kills comes in October,2021-02-04 23:41:48+00:00,,0,0,1,0
800388676790329345,DukeLawndale,608,10293,#OurLoveForHorror🔪#OurLoveForDaBears🐻 #DiscoMusicFridays🕺,"Haddonfield, IL",252 DAYS UNTIL HALLOWEEN KILLS! #HalloweenKills #ThirstyThursday #Svengoolie #MichaelMyers #HorrorFamily #MutantFam #HalloweenDaily #Halloween🎃 #HalloweenMovies #OurLoveForHorror🔪#HorrorFam #Horror https://t.co/HF1XYub2lx,2021-02-04 22:47:47+00:00,,1,0,2,0
274119994,FoulFangedFiend,630,13609,Retired YouTuber. Screenwriter and VA. #ActuallyAutistic Happily married to @Elfbeee. He/him. https://t.co/vpVBUskP8p,"Belfast, Northern Ireland",@Skoringo_Tweets Probably wanna avoid competition with Halloween Kills.,2021-02-04 22:23:24+00:00,,0,1,0,0
1356438339658809344,JMartinesa,2,2024,You know you're in love when you can't fall asleep because reality is finally better than your dreams.,"NY,US",Watch Movies Online Halloween Kills (2021) =&gt; https://t.co/8ljgFvPL5e,2021-02-04 21:59:22+00:00,,0,0,0,0
137145035,amypeck2011,2328,184660,#80s - #DakotaJohnson - #TomCruise - #RangersFC - @KylieMinogue - @JamesPurefoy - @halloweenmovie - #Kindness,"🇬🇧Glasgow, Scotland 🇬🇧",@TommyDoyle47 Halloween Kills,2021-02-04 21:52:30+00:00,,0,0,3,0
1043489930,TheSpiderling16,555,121188,Some black cloud thing from the Smallville universe.,,@Sitpstudios Super disappointed that Paul Rudd won’t be back in Halloween Kills,2021-02-04 21:45:38+00:00,,0,0,1,0
1467171834,URBANTIAN,10233,182878,URBANTIAN™ blog is constantly providing more amazing articles and original content to our readers. #urbantian #blog #blogging #follow https://t.co/sGULMkD1wl,United States,John Carpenter Describes Halloween Kills as the Ultimate Slasher - https://t.co/Eg14zfDnbq https://t.co/gfCAjgKdlL #Blumhouse #horror #JohnCarpenter #MovieNews #UniversalPictures https://t.co/2pM53tcOif,2021-02-04 21:43:34+00:00,,0,0,0,0
716761316476788736,pccote66,2503,103191,#OurTurnNowDemocrats | #ResistBiden | Husband | Father | Common Sense Goes a Long Way | Movie & Music Fanatic 🇺🇸 ✌#AlwaysSupportOurVeterans #1A 🇺🇸 #2A,USA 🇺🇸,"John Carpenter Very Happy With “Halloween Kills” Which Opens October 15th. “It’s brilliant. It’s the ultimate slasher. I mean, there’s nothing more than this one. Wow Man!” https://t.co/haOZhrGCR7 via @darkhorizons",2021-02-04 21:38:25+00:00,,1,1,1,0
123487276,keenensparrow,1527,256592,"im nothing butt a T-Rex. 757-799-7866, 757-338-7163","Cairo, Egypt","Halloween Kills’ Jamie Lee Curtis Shares Feelings About Being 22 Years Sober via @NewsfusionApps Celebs News
https://t.co/VcgMGdxFQk",2021-02-04 21:36:45+00:00,,0,0,0,0
2204350418,zee_dianne,590,3449,"Computer Scientist on the way! 
Grad student @MIT
I find meaning in Math, Artificial Intelligence, Philosophy, and Cinema","Cambridge, MA",Halloween Kills’ Jamie Lee Curtis Shares Feelings About Being 22 Years Sober https://t.co/FmRM1DP6iD,2021-02-04 21:18:03+00:00,,0,0,1,0
1015602745250852864,SerialPriv,262,43546,Lavender Dreamtime? Aw yes please!,He/They,"@BDisgusting Halloween Kills, followed by an appropriate Gun Media horror game teaser, seeming as everyone expects it to be the Halloween franchise",2021-02-04 21:09:39+00:00,,0,0,0,0
1038900228898934784,CorbinWest3,93,2048,"THE TRUE YEET begins NOW...so i....am retarded but not as retarded as my video gallery...
https://t.co/GsVcSH6Hig…","Florida, USA","@TheBloodyPulp I think its clear halloween kills has to take this spot but there still is some like willys wonderland, candymand and other movies that was delayed that I think are releasing this year.",2021-02-04 20:40:14+00:00,,0,1,2,0
300472128,BillBrasky2620,1007,29771,Comedy fan and nerd,"Tampa, FL","@KevinRBrackett FREE GUY
THE SUICIDE SQUAD
HALLOWEEN KILLS
LAST NIGHT IN SOHO
SPIDER-MAN 3

Also THE FRENCH DISPATCH (no date set currently)",2021-02-04 20:35:55+00:00,,0,1,1,0
22549599,Stevie_Alf,138,29857,412,Pittsburgh,"@KevinRBrackett Kong v Zilla, Halloween kills, many saints of Newark and mortal kombat... just to name a few.",2021-02-04 20:28:59+00:00,,0,0,1,0
48537179,RLTerry1,4713,46441,Film Prof @UofTampa • ❤️ Horror 🔪• Digital Comm @DOHHillsborough • Creator of @FoursACrowdPod. “Cinema is BIG. It’s the 'movies' that got small.” ✝️♍️🏳️‍🌈✍️,"Tampa, FL",@KevinRBrackett Halloween Kills! And here’s hoping that Universal sticks with the present practice of exclusively theatrical for two weeks before the respective title hits streaming. https://t.co/VguvtV5eym,2021-02-04 20:00:09+00:00,{'place_id': 'dc62519fda13b4ec'},0,0,6,0
2926379178,okevisionesia,121,51652,"Dengan paket hebat & harga hemat, ayo langganan Okevision di http://t.co/BLjqL0l4v9 dengan formulir online yang lebih mudah dan praktis!","Jakarta, Indonesia",Halloween Kills’ Jamie Lee Curtis Shares Feelings About Being 22 Years Sober https://t.co/MlBQAHlMsb https://t.co/NeJvCRqCYx,2021-02-04 19:34:33+00:00,,0,0,0,0
