author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
21834899,MendoKC,839,39077,"You need to respect the chair and shut your mouth. -- Maxine Waters to Gym Jordan
#BLM #MeToo #StopAAPIHate #NavajoStrong💧",CA,"@Bethenny 1) 😱 Wow! Take note @Bravo, @Peacock, and @nbc. #Bethenny's not just offending Black folks, she's offending a 50yo, semi-retired career👩‍💻from the Napa Valley (ran a culinary school)--her demo.
2) 🤣 Reality TV and Royalty👑 are not the same.
3) Take off your privilege blinders. https://t.co/hM7xr9DAPd",2021-03-07 23:57:08+00:00,0,0,9,1
14303327,kristinspurs,742,55470,Arenophile. Spurs. Clinical librarian. Untappd moderator. Catlady. Afghanistan veteran. Redhead. Wife to @DaRealDeeDubya. Spurs Supporters map: https://t.co/msqxP1bbTt,"Danbury, CT",Great. Shit picture and way behind. Thanks @peacock,2021-03-07 18:59:25+00:00,0,0,0,0
2316176100,MGB801,108,46743,,Rocky Mts / Pacific NW ,"@MehdiHasanShow @peacock @NBCJoshua Uh huh ... uh huh ... uh huh ...

🙄",2021-03-07 18:12:13+00:00,0,0,0,0
1199456113,badcatholicguy,743,85855,I love horror & reality TV. I was almost born on Halloween. Theme park enthusiast & plane spotter obsessed. Catholic. She/her. Ladies only: @sosadsosexyalt.,"Massachusetts, USA","Why doesn't @Peacock play the next episode? 

It's always play the last few minutes of the last episode before I can get to the new one. 😩",2021-03-07 04:14:33+00:00,0,0,0,0
3163119367,StreamDemand,92,3381,Written and edited by Sean Axmaker,United States,Keanu Reeves is 'John Wick' - now streaming on @Peacock - https://t.co/DgmZZOJP8y,2021-03-08 20:41:16+00:00,1,0,3,0
211030663,sheenamcrae,2039,48108,"Sweet, sexy, but plays rough. Keeping a balance between work & play. Like to make challenges, and live life to the fullest. Love to draw & color! ❤️❤️❤️🖊","Newark, DE","The best apps to watch if there is nothing on TV are, @hulu, @peacock &amp; @Tubi! ❤️😎📺 #hulu #peacock #tubi",2021-03-08 19:13:32+00:00,0,0,1,0
20912136,sethpalmer3,3501,76602,Husband to my best friend. Dad 2x. Always learning. Ithaca ‘10. Runner/triathlete. RTs/tweets are mine. he/him,"Rochester, NY",WWE Network move to @Peacock part of very busy spring for @WWE https://t.co/prxdwUcAy1,2021-03-09 17:52:00+00:00,0,0,0,0
797417922889183236,peacocksgroup,1446,26,Securely hold & borrow against your #PEK with a crypto-backed loan from peacock #Defi,,"we focus on two points coming next: 
⚡️Beta testnet minting 
Mainnet launch after audits are in Follow 
⚡️@peacock and turn on post notifications 
to be notified of any updates!
@Uniswap @SushiSwap @1inchSupport @bitfinex",2021-03-09 14:02:16+00:00,5,0,3,0
1928781427,CTA_Social,1986,3075,#WeAreTheCharacters! Celebrating over 50 years of proudly representing some of North America's top talent.,"Toronto, Vancouver, Calgary","Tonight! @DaveAlpay guest stars in the latest episode of @NBC’s new series, #Debris! Stream online in the US via @NBC, and @Peacock! 

#WeAreTheCharacters https://t.co/15z8OCkooo",2021-03-09 00:16:49+00:00,1,0,7,0
39118718,impalergeneral,495,47918,"Blogger and Staff writer at Whedonopolis, former radio reporter who got some praise from AP. Hoping my tweets today will be someone's riffs tomorrow","Reno, NV","OK, if @espn is getting @NHL back, what will @peacock and @NBCSports do? It's speculated NXT will head to Tuesdays because of hockey. Guess that'll change",2021-03-10 19:52:42+00:00,0,0,1,0
22782543,TedatACA,3516,37631,"VP, Communications, ACA Connects","Washington, D.C.",@Comcast CFO: Flex Streaming Media Device Helped Jumpstart @Peacock Launch – Media Play News https://t.co/ZCdbYVyJIz @Matt_CIM https://t.co/SomXDNhsTx,2021-03-10 19:26:15+00:00,0,0,1,1
18742360,TheWrap,246701,230776,We're not in the business. We cover the business. Follow our Instagram for behind the scenes everything: thewrap,"Los Angeles, CA","After two years in development, George R.R. Martin's (@GRRMspeaking) 'Wild Cards' is on the move from Hulu to @Peacock https://t.co/gGwyH24X9V https://t.co/DnWjdrGbz5",2021-03-10 17:14:41+00:00,1,0,6,0
218219844,PodFatherJake,4999,31102,"Fear the Tower Meida: MMA, Wrestling, Sports, Politics, Science, Comics, Movies, Games Kills People With His Sex","Oklahoma, USA",Going to lose even more now that they are taking on the failed @WWENetwork &amp; their support of sexual predators. Beyond me why @NBC would come out as rape apologists at this point in time. @peacock https://t.co/H3Zt2u3UmV,2021-03-10 16:20:09+00:00,0,0,0,0
893484448381108224,izzyiriekpen,1087,640,"Never judge a book by the cover, know the story before you make your mind up.","London, England",@StevenStarkey11 @TheSquaredCirc3 @peacock @QuincyComedian Live it lad. I need to get back into training.,2021-03-11 20:17:54+00:00,0,0,0,0
52626508,Ranker,51106,24456,"You Vote, We Rank. Let your voice be heard! Celebrating the best of pop-culture and more! #Ranker
Want to know what to watch next? Download the https://t.co/emXetG3BeK!","Los Angeles, CA","📢JUST IN: Who Won the Streaming Wars in February 2021?
@hbomax Surges Nipping at the Heels of @netflix 
@PrimeVideo and @disneyplus Hold Ground
@Hulu and @Peacock Fall Behind

Full report here: https://t.co/aStd2gf8Rf 

#Watchworthy #TVShows #StreamingWars https://t.co/j2F7JSFncc",2021-03-11 19:42:49+00:00,5,0,6,0
457185816,newspaper_guy,652,5290,Crime writer/ Photographer/ Etc.,Miami,Is he still on  @CNN @FOX @ANC @NBC @PEACOCK @CBS @MSNBC etc CABLE @ATT @COMCAST TV is USA? I cut the cable many moons  (read years and years ) ago... #TVjournalismsucks #TVisfordumbpeople,2021-03-11 08:12:44+00:00,0,0,0,0
33939160,revsarahgarner,10107,178248,"President and Founder of National Evangelist Ministries, Licensed and Ordained Minister Author Ex-Disability Commissioner, MCP, Certificate In Network Security,","Oakland,Ca.",I switched from @peacock to @paramountplus.,2021-03-12 22:30:15+00:00,0,0,0,0
52626508,Ranker,51106,24456,"You Vote, We Rank. Let your voice be heard! Celebrating the best of pop-culture and more! #Ranker
Want to know what to watch next? Download the https://t.co/emXetG3BeK!","Los Angeles, CA","📢Who Won the Streaming Wars in February 2021?
1. @netflix
2. @hbomax 
3. @PrimeVideo
4. @disneyplus
5. @Hulu
 6. @Peacock

Full report here: https://t.co/aStd2gf8Rf 

#Watchworthy #TVShows #StreamingWars https://t.co/lYaex5PQTZ",2021-03-12 19:02:52+00:00,2,0,1,0
230204304,MorganTyler86,285,147470,,West Virginia ,@PeacockTVCare Why are seasons 1-12 of the original Law &amp; Order not available on @Peacock ?,2021-03-12 18:48:35+00:00,0,1,0,0
33939160,revsarahgarner,10107,178248,"President and Founder of National Evangelist Ministries, Licensed and Ordained Minister Author Ex-Disability Commissioner, MCP, Certificate In Network Security,","Oakland,Ca.",I went and Diddddddd It. I got @peacock channel. So now @netflix @peacockTV @Roku and @Uverse are one happy family! LOL! https://t.co/s51Z9Iw1Bg,2021-03-12 17:58:10+00:00,0,0,0,0
21842061,StacyeBranche,193514,66990,Inspirational Author/ Speaker/ Singer/ Songwriter/ Advocate for Multiple Myeloma. For bookings Contact@StacyeBranche.com,Los Angeles,@2Snapsletswerk @YouTube @pandoramusic @peacockTV Yes that is a joke as well. @peacock has made it next to impossible to contact them,2021-03-13 15:57:10+00:00,0,1,0,0
92259384,AbsolutGrndZer0,243,24759,"Supporter of equal rights for everyone regardless of race, gender identification, or sexual orientation. I AM a feminist!",,@netflix @Peacock @hulu The ball is in your court! #FiveForWynonna https://t.co/CN6iV1jmDU,2021-03-14 18:19:44+00:00,0,0,0,0
382944437,GFDougie,3420,66962,Gluten-free one day at a time! ☺ I'm learning.,"Tampa Bay, FL, USA","@peacock ""is currently unavailable"" why? I'm #streamingTV. You have explaining to do!",2021-03-14 02:28:26+00:00,0,0,0,0
382944437,GFDougie,3420,66962,Gluten-free one day at a time! ☺ I'm learning.,"Tampa Bay, FL, USA",Now @Peacock @NBC is not #streaming currently! Why? I'm tired of this bullshit!,2021-03-14 02:25:46+00:00,0,0,0,0
169071965,snrphnx,66,2506,"hιɠh-hαɳdιƈαρ ɠσʅf ρɾσ, Ⴆυddιɳɠ ρhιʅσʂσρhιƈαʅ ʂριɾιƚυαʅιʂƚ, αραƚhҽƚιƈ ρσʅιƚιƈαʅ dιʂʂιdҽɳƚ.",405 ρɾσρҽɾ.,"@PeacockTVCare @Schanzjustin Why can every network under the sun, moon, mountains &amp; stars work with Samsung, and yet @Peacock remains “in continued discussions” with the largest “smart TV” producer worldwide? It’s very frustrating to be paying for this premium service and be limited where to watch it. #snaFU",2021-03-15 22:46:36+00:00,0,0,2,0
969091211670761472,TyroneOCanada,256,1577,Canadian Upback H-Beamer | Top 1000 Valentine,Not Canada,@itsHydra_X @itsmefullbleed I’ll apologize. Sorry @Peacock,2021-03-15 20:45:09+00:00,0,1,4,0
29547150,morganfahey,1332,90900,"Books, booze, food, arts, politics, science. Not always in that order. Also cats, bc the internet. Occasional French. RTs mostly endorsements, tbh. She/her.",Los Angeles,"Oh, well, this is almost enough to get me to forgive @peacock for removing all the classic 30's and 40's movies that were streaming there and nowhere else. 

But only almost. https://t.co/KiTnpQOgGP",2021-03-16 20:11:55+00:00,0,0,1,0
277824321,willishl,936,74399,There have always been disposable creatures. They do the dirty work...A whole generation of disposable people - Guinan (Star Trek TNG),"Michigan, USA","@slidersfanblog @peacockTV @Peacock should really consider reviving this show. It has a strong fanbase AND with everything going on with the multiverse(Marvel studios and DC are now introducing parallel universes AND ""Into the Spider-verse"" was a big movie),Sliders should be brought back. the time is right",2021-03-16 14:50:10+00:00,1,0,8,0
15300838,LenPeralta,7237,39739,"Geek A Week, Munchkin. @RiffTrax @thesketcheffect @dailytechnewssh. Teacher @CleInstituteArt.🇵🇭 https://t.co/e4VNouuvJc","Cleveland, OH","#Thenandnow My first @GeekAWeek card for my cousin @sumaleedotcom. Now, she is starring in a show on @Peacock and one of the biggest  games of the year #GhostofTsusima. &lt;3 ya, fam! Get her card(s) by backing @maxmillianp and my @kickstarter today! https://t.co/B2mGk74tED https://t.co/TCrKzhKVSP",2021-03-17 19:44:12+00:00,2,1,8,1
2726885007,blytheandferb21,664,302693,"Likes Sofia The First, Elena Of Avalor, DC Superhero Girls Franchise, Scooby Doo, Cleopatra In Space, Vampirina; Filipino-Puerto Rican-American Guy (He/Him)",,@LenPeralta @GeekAWeek @sumaleedotcom @peacock @maxmillianp @kickstarter This looks awesome.,2021-03-18 18:53:35+00:00,0,0,3,0
2740509233,Blk_Living_Doll,393,8557,INSTAGRAM: blk_living_doll. Tiktok: Volterra123. Adult mall goth. Liked by @HamiltonMusical on Christmas 2019.,,@Tenn3535 @peacock I think it’s a time limit on how long it will be free. Then it moves to premium,2021-03-18 15:15:36+00:00,0,1,0,0
733786814625030144,pi_e1,173,9838,"I always dreamt of a Winter wedding

trans woman, she/she",On the Edge,@keenanfisher13 @peacock Impact has a Network I kinda wanna hit it up. But for real I only got time for real scripted drama,2021-03-18 04:26:47+00:00,0,0,0,0
733786814625030144,pi_e1,173,9838,"I always dreamt of a Winter wedding

trans woman, she/she",On the Edge,@keenanfisher13 @peacock I really dont even F with NJPW like that. But then again I dont fuck woth WWE much lately either,2021-03-18 04:19:11+00:00,0,1,0,0
733786814625030144,pi_e1,173,9838,"I always dreamt of a Winter wedding

trans woman, she/she",On the Edge,WWE has like 4 Network shows on @peacock thats it,2021-03-18 04:13:13+00:00,0,1,2,0
851974004,LostWolfling,1188,92690,"Be Seeing You: A #JohnWick Podcast.
🇮🇪 & 🇩🇪 studies.
Action nerd. Tolkien bimbo. 
Twitch affiliate. Dolly Parton socialist. 
✍🏻+: https://t.co/GEIup8SsC7",🏞️Carolinas➡️ Chicago🐻,"@WWE @HulkHogan @TitusONeilWWE @WrestleMania @RJStadium Hey @SNICKERS &amp; @peacock, here's a great Hogan quote for you:

“I am a racist. F@**ing [slur]. I mean I’d rather if she was going to f@** some [slur] I’d rather have her marry an 8-foot-tall [slur] worth 100 million dollars! I guess we’re all a little racist. F@**ing [slur].""",2021-03-19 23:20:57+00:00,0,0,3,0
33145953,jared_dias,26,9326,“I’d rather be honest than full of shit.” ~ @ChelseaHandler,MD,@mehdirhasan @DanCrenshawTX @MehdiHasanShow @MSNBC Are your “Sunday” shows available on @Peacock like your weekday episodes are?,2021-03-19 19:01:01+00:00,0,0,0,0
22856826,GailJr,49,17928,"just a girl from New England who loves God, music, racing, weather, and the New England Patriots",Western Mass,@MatthewDillner @DaleJr @MikeDavis88 @DirtyMoMedia @peacock Ive watched six.  Loved the one about Augusta road course. Had no idea.,2021-03-20 22:07:57+00:00,0,0,0,0
108404237,MatthewDillner,34781,54301,2-time Dad. Co-Host @LostSpeedways on @PeacockTV @HistoryTVCanada. @DirtyMoMedia Producer of The @DaleJr Download.@JRMotorsports. ❤️History. Racer.Peter 5:6-7,"Concord, NC",@GailJr @DaleJr @MikeDavis88 @DirtyMoMedia @peacock Thank you.  What’s your favorite episodes?,2021-03-20 20:43:41+00:00,0,1,0,0
436962775,TheToddHarris,20616,17501,Major proponent of the coexist movement! NBC Sports keeps me busy. Family keeps me grounded and happy.,,Practice in Arlington for tonight’s Rd 12 action from @attstadium on @Peacock and NBCSN. Watching with @rickycarmichael ... #Priceless 🐐 #monsterenergysupercross @ AT&amp;T Stadium https://t.co/cFe8UOjT6O,2021-03-20 19:16:19+00:00,0,0,0,0
22856826,GailJr,49,17928,"just a girl from New England who loves God, music, racing, weather, and the New England Patriots",Western Mass,@MatthewDillner @DaleJr @MikeDavis88 @DirtyMoMedia I am catching up on Lost Speedways today (now that I learned how to put @Peacock on my TV).  FANTASTIC show!!! Hope ur making more episodes!!!,2021-03-20 17:11:23+00:00,0,1,3,0
381818534,MajorGr8ness,156,10207,The Red Headed Step child. comic book junkie Twitch streamer and podcast host of The Moron Show on Spotify and Anchor. https://t.co/1i0ap7yolV,"Texas, USA",Make this shit trend @peacock @USA_Network #Wrestlemania37 https://t.co/AZNtNSSdR1,2021-03-20 08:31:26+00:00,0,0,0,0
1328128925571166215,RegisterCowboys,115,614,Cowboys and Spurs fan | wrestling fan | refuse to change my pfp | ifb,"Texas, USA",@bencossette @peacock @WWENetwork Peacocks TV app is on par with the network while the mobile app and webpage is behind a lot.,2021-03-21 23:58:10+00:00,0,0,0,0
2509884245,JohnMWare,2289,27235,#StrokeSurvivor #Writer #Director #Editor and sometimes producer.,,And there's not a start over option on @peacock it's a watch now only... come one man you guys knew this was coming a month ago or better!!! Why not just migrate the platform with the same options?!? #WWEFastlane,2021-03-21 23:37:56+00:00,0,0,0,0
71692974,tvmoviesparks88,1077,134014,Hi I am Ashley it is all about the sparks https://t.co/G5oOcNkG1B https://t.co/8Y6RjEfJiV…,"Pennsylvania, USA",@xfinity I have to say this year i am saving 30 bucks month thank you for paying for @peacock enjoying @WWE #Fastlane right with the family and @netflix too which I love too so thanks,2021-03-21 23:33:54+00:00,0,0,0,0
475422097,JasonRonzka,10,603,,,@peacock y can’t I pause or rewind wwe network live event this is ridiculous u better fix this problem people pay for this wwe network was better by itself,2021-03-21 22:30:42+00:00,0,0,1,0
3213887238,tinotime1996,1178,12650,"Fantasy Football, Baseball & WWE Podcaster with a weekly show!!!

DM for questions or comments and Email Tinostimepodcast@gmail for Business Inquiries.","Chicago, IL","🚨 New Podcast Alert 🚨 

Join your boy Tino for a #WWEFastlane Pre-Show I will be give you a preview and Predictions for everything that will be going down tonight. 

https://t.co/1AlNuERfW0

@WWE  #WWENetwork  #SmackDown #WWERaw #WWEThunderDome #WWETheBump #WWE @Peacock",2021-03-21 20:03:23+00:00,1,0,1,1
1368032907554660355,badassjonathan1,58,1561,Just a fan of Jonathan Tuckers amazing work.Follow me on ig @badassjonathantucker fan page on fb https://t.co/tuKYofuXJs JT follow3/21,"Louisiana, USA","1 more day and we get to see the next episode of #debris.It’s getting so good.@jonathanmtucker @riannsteele Don’t miss it! Episodes 1,2,3 are on @peacock and @hulu catch up.And see why everyone is talking about #nbcdebris @nbc #jonathanmtucker #riannsteele #syfi #mystery #alien https://t.co/DnoDL4bpAr",2021-03-21 18:29:45+00:00,0,0,8,0
18590932,MLupole,644,7083,Sarcasm at its finest. Browns/Seahawks/Mets/Guardians/Kraken fan. I've seen Pearl Jam live...a lot. Formally hosted a show on SiriusXM’s U2 X Radio,O-H,@peacock I pay for the ad free version and you have a few commercials for all subs during the John Wick movies which is weird but even more insane is that the ads are for Peacock...the service I’m already paying for.  🙄,2021-03-21 14:39:25+00:00,0,0,0,0
980019628779819008,_kosmonaught_,259,6310,she/her gay af,,@Ashley__Jam @peacock It’s been on tv for almost 2 decades. At a certain point you’re not allowed to get mad about spoilers.,2021-03-21 08:15:05+00:00,0,0,0,0
1081263720859402241,ZacYoung55,189,8359,"Lawyer | Husband | Dad of a 2 yr old boy and 4 yr old girl | Avid sports fan (Sooners, Cowboys, Cardinals, Texans, Thunder, Golden Hurricane) | Life long nerd","Broken Arrow, OK","Whelp @WWENetwork it was a good run, was down since day one-ish, maybe @peacock will have an actual download to watch offline option 🤷🏼‍♂️ #cancelwwenetwork https://t.co/s1Iap2DsBt",2021-03-21 03:46:35+00:00,0,0,1,0
87266714,bkanish,233,9623,Just your average barstool intellectual with a master's degree in small talk.,"San Diego, CA","@TVMoJoe @peacock may be making progress in hiring POC, but they have done a terrible job of making their platform accessible to blind people like me. It is literally the only streaming service that I cannot use on my own without sighted help. that is inexcusable in 2021.",2021-03-22 18:20:15+00:00,0,0,0,0
876630013465870336,Ericquinlan79,13,1166,Single dad 420 friendly nerd anime wwe gaming,"Arvada co,",@SashaBanksWWE Your one of my favorites but switch to @peacock im unable to enjoy sorry,2021-03-22 17:06:07+00:00,0,0,0,0
851974004,LostWolfling,1188,92690,"Be Seeing You: A #JohnWick Podcast.
🇮🇪 & 🇩🇪 studies.
Action nerd. Tolkien bimbo. 
Twitch affiliate. Dolly Parton socialist. 
✍🏻+: https://t.co/GEIup8SsC7",🏞️Carolinas➡️ Chicago🐻,"@WWE @HulkHogan @TitusONeilWWE @WrestleMania @RJStadium Still no response @SNICKERS &amp; @peacock to Hogan as host, here's his catchphrase “I am a racist. F@**ing [slur]. I mean I’d rather if she was going to f@** some [slur] I’d rather have her marry an 8-foot-tall [slur] worth 100 million dollars!"" @SNICKERSUK @PeacockTVCare",2021-03-22 14:34:04+00:00,0,0,0,0
19700416,jthomas411mania,592,11281,"@411mania head editor and contributor. Film & comics enthusiast, geek & avowed #Critter. BiHexual Sombra main. He/Him. DMs open. Contact: jthomas@411mania.com","Beaverton, OR",@CommanderClark8 @411wrestling @peacock Legit.  And when traffic isn't split between the Network and Peacock.,2021-03-22 03:04:47+00:00,0,0,0,0
232473970,CommanderClark8,206,33276,"If this is the sort of thing you like, you'll like this sort of thing.",,@jthomas411mania @411wrestling @peacock Ah cool. I saw where they discussed adding content but not functionality. Good to know. Stream worked well tonight. Curious to see how it holds up for a bigger show.,2021-03-22 02:46:15+00:00,0,1,1,0
19700416,jthomas411mania,592,11281,"@411mania head editor and contributor. Film & comics enthusiast, geek & avowed #Critter. BiHexual Sombra main. He/Him. DMs open. Contact: jthomas@411mania.com","Beaverton, OR","@CommanderClark8 @411wrestling @peacock We do.  Several fairly credible reports have said they're working on more functionality for the content, and Peacock did a media advisory noting that they expect to have some features added that were available for Network subscribers.  Probably not by WM, but soon(ish).",2021-03-22 02:44:09+00:00,0,1,1,0
232473970,CommanderClark8,206,33276,"If this is the sort of thing you like, you'll like this sort of thing.",,"@jthomas411mania @411wrestling @peacock Do we know they're working on that though? I'm fine with growing pains (well not FINE fine, it should have been worked out already) but I feel like we're just assuming that functionality is added.",2021-03-22 02:25:27+00:00,0,1,0,0
19700416,jthomas411mania,592,11281,"@411mania head editor and contributor. Film & comics enthusiast, geek & avowed #Critter. BiHexual Sombra main. He/Him. DMs open. Contact: jthomas@411mania.com","Beaverton, OR","Not having rewind or pause functionality is frustrating, sure.  We already knew @peacock is working on stuff like that.  The stream itself for #WWEBacklash was perfectly fine for me, and I see few complaints about that.  So I'd call this a successful test for them.",2021-03-22 02:11:12+00:00,1,1,3,0
541793700,MarcosCosme1,157,7830,"Lead Digital Project Manager,  screenwriter, blogger, sometimes filmmaker, legendary outlaw. Married, with a son, daughter, and 3 fur kids.","Succasunna, NJ",Thought #Fastlane2021 on @peacock is a welcome change from the Network. Well done @NBCUniversal,2021-03-22 02:00:16+00:00,0,0,0,0
1205488500889534466,SpamWrestling,251,3525,Wrestling figure animation channel originally founded in 2005 but inactive for 15 years. Go check out my pic fed on YouTube! #WrestlingFigures,,Everyone else having major @Peacock glitches during this match? #WWEFastlane,2021-03-22 00:00:45+00:00,0,0,1,0
451115228,walkingmirage,515,23249,close my eyes and say it’s ok,pothole mittin,"I LOVED @billyeichner in parks n rec. I just started binging Billy on the Street and he’s fucking hilarious, I’m mad I didn’t know about this show sooner 😤 heck @NBCUniversal &amp; @peacock for taking Parks and Rec away. we already pay too much for streaming services fuck heads.",2021-03-23 15:49:24+00:00,0,0,1,0
888662259324538880,ohjillianyou,55,1931,"“Even when the world was falling apart you were my constant…my touchstone.” That’s just the way it goes, your God don’t wait for no one. #MacMiller=#GOAT🐐",California/London ✈️,Why is the Parenthood intro song different on @peacock than on @hulu ??? The intro song on peacock just doesn’t hit the same. Nothing beats Bob Dylan’s “Forever Young” as the intro.,2021-03-23 06:39:57+00:00,1,0,1,0
