author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,geo,retweets,replies,likes,quote_count
1593700435,rschlady,530,27240,"GenX, True blue leftie, coffee loving, cranky feminist Very stable genius. Blue girl in a red state. Filthy-Mouthed Wife #BidenHarris2020","Columbia, MO","@OzarksTown @MSNBC @amazonfire oh crap,,try and reload..",2021-01-20 14:35:30+00:00,,0,0,1,0
801114886210256896,OzarksTown,350,12925,"Purveyor of opinions and cosmic transmissions, readily shared - no permission necessary    #SaveTheUSPS #UnionStrong",,"Hey @msnbc your @amazonfire app is not working!!! 
Not Today Satan!!!!!!",2021-01-20 14:24:01+00:00,,1,1,1,0
355058879,JoeMcConnell1,6,28,,,@amazonfiretv @amazonfire Can't seem to download any apps on fireTV. Purchase failure notification every time I try. Using a UK firestick in the Netherlands. Does that matter? Thanks,2021-02-14 17:01:57+00:00,,0,1,0,0
16858755,omekongo,14418,25406,Professor @americanu. Leadership & #diversityandinclusion expert. #antiracist speaker. Poet. Rapper. Actor. #upstander. Contributor to Roland Martin Unfiltered.,"Washington, DC","I'll be on DC Today with Del Walters on the @BNCNews_ on Thursday at 9:00 am and again at 3:00 pm EST. BNC is available on @Xfinity and @DIRECTV. The 24/7 news streaming service is available on @Roku, @AmazonFire TV and more. Complete watchlist here: https://t.co/5Hg6qnigWA",2021-02-24 16:20:23+00:00,,1,0,2,0
284241195,winniesun,331361,101308,Wealth Whisperer 🎉 @CNBC @Forbes @NASDAQ 🌟Virtual Keynote Speaker 💰 Fin SM Pro 💡 Brands 🔥 #WinnieSun chat Wed 11am PT ✈️ #travel #SMT #TV #CNBCFACouncil,📞 Biz: (949) 625-6800,"A1a. I’m Winnie, your tweetchat host here &amp; as you may know, I’m host of LevelUp With Winnie Sun which appears live daily and can be found on @Nasdaq @AmazonFire @Roku. My last show was with @GregNibler discussing Tech Travel. https://t.co/oDcUE6Bc9K Check it out? #WinnieSun☀️",2021-03-10 19:05:19+00:00,,2,0,5,1
1244006448780238849,popcultureshow,779,13140,"The Pop Culture Show - podcast deep dive into the world of pop culture. Join award winning hosts @sbarnes, @framleslie & @paulcubbybryant.",,Running out of #TV to watch? We've got something for you. Listen to an all new episode of The Pop Culture Show: https://t.co/UHpmCpcm4d @amazonfire @roku @sbarnes @framleslie @paulcubbybryant #popculture https://t.co/mIo72DgRbL,2021-03-15 21:00:59+00:00,,0,0,0,0
8731312,DenverChannel,288114,324015,"Covering breaking news, #COwx, and #Denver and #Colorado headlines on https://t.co/LyoHBHH45O. Got a news tip? ➡️ newstips@thedenverchannel.com/303-832-7777","Denver, Colorado","Today's Winter wonderland in Colorado from all across our beautiful state. Sit back &amp; relax to a live 24/7 zen stream of Discover Colorado Through Your Photos.  Now on your 📺 w/Denver7 app for @roku, @amazonfire, https://t.co/NNPoGQXY86 #cowx https://t.co/B4bjaYPfzW",2021-03-15 03:46:24+00:00,,2,0,16,1
1681961,scottgal,3550,138480,"Agile Fundamentalist, Lead Dev,  ex (MSFT, DELL, StormID, GlobalFarmers, Research Psychologist, child),  Ultracrepidarian, ASD advocate, humanist, GenX",It's in the trees! It's coming (also Scotland),"The @YouTube Originals Intro crashes EVERY TIME on my new @AmazonFire Cube. Means I cannot watch any Youtube Original on that device!
Excitingly though it doesn't show you if the video you're about to watch is an original (and so crashes the device)  before playing.",2021-04-15 11:29:54+00:00,,0,0,0,0
1303165334149570564,NGTVnetwork,21,457,"watch now on Roku, Firestick, Apple-TV also the website","Philadelphia, PA","Would you like to have your show or promotion seen nationally? #ngtv reaches over 107 million households on @roku @amazonfire @appletv and a variety of other platforms. download and subscribe today. https://t.co/3HM96aoDuT
@NGTVnetwork @caprimktg_pr 484-722-2774/484-72C-APRI https://t.co/HyHBiS5avW",2021-05-10 13:25:25+00:00,,0,0,0,0
1303165334149570564,NGTVnetwork,21,457,"watch now on Roku, Firestick, Apple-TV also the website","Philadelphia, PA","Would you like to have your show or promotion seen nationally? #ngtv reaches over 107 million households on @roku @amazonfire @appletv and a variety of other platforms. download and subscribe today. https://t.co/3HM96aoDuT
@NGTVnetwork @caprimktg_pr 484-722-2774/484-72C-APRI https://t.co/RjzLKD4mCP",2021-05-18 13:30:24+00:00,,0,0,1,1
